"","geneID_nl_vs_h","normhits_score_nl_vs_h","decision_nl_vs_h"
"761","XLOC_007971",0,"Rejected"
"762","X762",0,"Rejected"
"763","XLOC_008151",0,"Rejected"
"764","B4GALT3",0,"Rejected"
"765","XLOC_l2_009301",0,"Rejected"
"766","LOC100505697",0,"Rejected"
"767","DNAJC27",0,"Rejected"
"768","XLOC_006048",0,"Rejected"
"769","LOC646214",0,"Rejected"
"770","LOC100507086",0,"Rejected"
"771","C1orf35",0,"Rejected"
"772","BRD7P3",0,"Rejected"
"773","X773",0,"Rejected"
"774","SNORD115.5",0,"Rejected"
"775","COQ9",0,"Rejected"
"776","KIAA1383",0,"Rejected"
"777","X777",0,"Rejected"
"778","TBC1D21",0,"Rejected"
"779","X779",0,"Rejected"
"780","X780",0,"Rejected"
"781","XLOC_l2_005517",0,"Rejected"
"782","X782",0,"Rejected"
"783","C1orf226",0,"Rejected"
"784","XLOC_006790",0,"Rejected"
"785","ING3",0,"Rejected"
"786","EIF2B1",0,"Rejected"
"787","XLOC_l2_000696",0,"Rejected"
"788","ZNF497",0,"Rejected"
"789","RIBC2",0,"Rejected"
"790","XLOC_012596",0,"Rejected"
"791","XLOC_l2_001640",0,"Rejected"
"792","LOC146880",0,"Rejected"
"793","CCDC69",0.978489244622311,"Confirmed"
"794","XLOC_002078",0,"Rejected"
"795","X795",0,"Rejected"
"796","C10orf120",0,"Rejected"
"797","SPSB3",0,"Rejected"
"798","IL2",0,"Rejected"
"799","LOC100507055",0,"Rejected"
"800","POLE3",0,"Rejected"
"801","XLOC_002402",0,"Rejected"
"802","XLOC_003349",0,"Rejected"
"803","GOT1",0,"Rejected"
"804","UNC119B",0,"Rejected"
"805","CLEC1B",0,"Rejected"
"806","SNORA84",0,"Rejected"
"807","XLOC_010293",0,"Rejected"
"808","LOC100652766",0,"Rejected"
"809","XLOC_l2_000941",0,"Rejected"
"810","XLOC_003428",0,"Rejected"
"811","X811",0,"Rejected"
"812","RBAK",0,"Rejected"
"813","STEAP1",0,"Rejected"
"814","MBD5",0,"Rejected"
"815","RPL36A.HNRNPH2",0,"Rejected"
"816","XLOC_005466",0,"Rejected"
"817","XLOC_006625",0,"Rejected"
"818","X818",0,"Rejected"
"819","XLOC_013942",0,"Rejected"
"820","X820",0,"Rejected"
"821","FMNL3",0,"Rejected"
"822","PEX11B",0,"Rejected"
"823","VASP",0,"Rejected"
"824","XLOC_003677",0,"Rejected"
"825","GRIN2A",0,"Rejected"
"826","METTL17",0,"Rejected"
"827","EXOSC3",0,"Rejected"
"828","X828",0,"Rejected"
"829","TBK1",0,"Rejected"
"830","XLOC_000022",0,"Rejected"
"831","X831",0,"Rejected"
"832","KLF4",0,"Rejected"
"833","X833",0,"Rejected"
"834","PHLDA1",0,"Rejected"
"835","CSRP2BP",0,"Rejected"
"836","SOBP",0,"Rejected"
"837","X837",0,"Rejected"
"838","LOC100131094",0,"Rejected"
"839","CEACAM4",0,"Rejected"
"840","XLOC_008770",0,"Rejected"
"841","TSN",0,"Rejected"
"842","XLOC_000869",0,"Rejected"
"843","POLR2M",0,"Rejected"
"844","RNU4ATAC",0,"Rejected"
"845","SNORD74",0,"Rejected"
"846","GAD1",0,"Rejected"
"847","X847",0,"Rejected"
"848","SALL4",0,"Rejected"
"849","XLOC_000473",0,"Rejected"
"850","PLAU",0,"Rejected"
"851","X851",0,"Rejected"
"852","KRT6B",0,"Rejected"
"853","X853",0,"Rejected"
"854","CCDC11",0,"Rejected"
"855","XLOC_013743",0,"Rejected"
"856","X856",0,"Rejected"
"857","EIF4G2",0,"Rejected"
"858","LOC388692",0,"Rejected"
"859","X859",0,"Rejected"
"860","BAAT",0,"Rejected"
"861","CD19",0,"Rejected"
"862","ZNF765",0,"Rejected"
"863","XLOC_000293",0,"Rejected"
"864","HCN4",0,"Rejected"
"865","LOC730101",0,"Rejected"
"866","LOC730102",0,"Rejected"
"867","XLOC_l2_013427.1",0,"Rejected"
"868","X868",0,"Rejected"
"869","PSMC6",0,"Rejected"
"870","CFHR3",0,"Rejected"
"871","GDNF",0,"Rejected"
"872","LOC100506233",0,"Rejected"
"873","RAB2B",0,"Rejected"
"874","LRRC8D",0,"Rejected"
"875","X875",0,"Rejected"
"876","RPP40",0,"Rejected"
"877","X877",0,"Rejected"
"878","TOP2A",0,"Rejected"
"879","CTAGE10P",0,"Rejected"
"880","XLOC_008833",0,"Rejected"
"881","EEF1E1",0,"Rejected"
"882","THNSL1",0,"Rejected"
"883","XLOC_l2_005997",0,"Rejected"
"884","X884",0,"Rejected"
"885","PRDX1",0,"Rejected"
"886","SLC46A2",0,"Rejected"
"887","X887",0,"Rejected"
"888","NACC2",0,"Rejected"
"889","TTC32",0,"Rejected"
"890","LOC389831.1",0,"Rejected"
"891","METTL13",0,"Rejected"
"892","C17orf69",0,"Rejected"
"893","LINC00511",0,"Rejected"
"894","SLC45A4",0,"Rejected"
"895","LOC100505853",0,"Rejected"
"896","GNAI1",0,"Rejected"
"897","X897",0,"Rejected"
"898","X898",0,"Rejected"
"899","X899",0,"Rejected"
"900","OAZ2.1",0,"Rejected"
"901","AGT",0,"Rejected"
"902","PAR1",0,"Rejected"
"903","XLOC_l2_009469",0,"Rejected"
"904","SDHC",0,"Rejected"
"905","ATP6V1C2",0.974487243621811,"Confirmed"
"906","RXFP2",0,"Rejected"
"907","PCSK7",0,"Rejected"
"908","X908",0,"Rejected"
"909","SEBOX",0,"Rejected"
"910","LOC100507520",0,"Rejected"
"911","LOC100129781",0,"Rejected"
"912","INCA1",0,"Rejected"
"913","S1PR5",0,"Rejected"
"914","SCGB3A1",0,"Rejected"
"915","TERT",0,"Rejected"
"916","LOC100506325",0,"Rejected"
"917","YWHAH",0,"Rejected"
"918","RAB1A",0,"Rejected"
"919","LOC100289137",0,"Rejected"
"920","TMEM212",0,"Rejected"
"921","PABPC4",0,"Rejected"
"922","DMAP1",0,"Rejected"
"923","X923",0,"Rejected"
"924","LARP6",0,"Rejected"
"925","X925",0,"Rejected"
"926","XLOC_012095",0,"Rejected"
"927","YTHDF3",0,"Rejected"
"928","HACE1",0,"Rejected"
"929","LOC100652974",0,"Rejected"
"930","TGOLN2",0,"Rejected"
"931","USP8",0,"Rejected"
"932","RPAP3",0,"Rejected"
"933","FANCA",0,"Rejected"
"934","TRIM42",0,"Rejected"
"935","XLOC_l2_007595",0,"Rejected"
"936","RGMA",0,"Rejected"
"937","XLOC_003480",0,"Rejected"
"938","XLOC_008573",0,"Rejected"
"939","X939",0,"Rejected"
"940","C2orf29",0,"Rejected"
"941","ABL2",0,"Rejected"
"942","SEC22C",0,"Rejected"
"943","XLOC_014001",0,"Rejected"
"944","C1orf21.1",0,"Rejected"
"945","XLOC_008561",0,"Rejected"
"946","XLOC_l2_003897",0,"Rejected"
"947","MAP2",0,"Rejected"
"948","SPAG5",0,"Rejected"
"949","TNFRSF11B",0,"Rejected"
"950","X950",0,"Rejected"
"951","GAS7",0,"Rejected"
"952","RELA",0,"Rejected"
"953","CAND2",0,"Rejected"
"954","X954",0,"Rejected"
"955","FGA",0,"Rejected"
"956","MXRA7",0,"Rejected"
"957","XLOC_005405",0,"Rejected"
"958","XLOC_003431",0,"Rejected"
"959","GFM1",0,"Rejected"
"960","XLOC_000974",0,"Rejected"
"961","FAM176A",0,"Rejected"
"962","XLOC_010962",0,"Rejected"
"963","GSTTP1",0,"Rejected"
"964","PPFIA1",0,"Rejected"
"965","LILRA1",0,"Rejected"
"966","CYP4Z1",0,"Rejected"
"967","FADS1",0,"Rejected"
"968","XLOC_003305",0,"Rejected"
"969","TOM1L2",0,"Rejected"
"970","XLOC_006935",0,"Rejected"
"971","XLOC_l2_001011",0,"Rejected"
"972","X972",0,"Rejected"
"973","XLOC_l2_011415",0,"Rejected"
"974","UBE2B",0,"Rejected"
"975","NUP62CL",0,"Rejected"
"976","PPP2CA",0,"Rejected"
"977","SERPING1",0,"Rejected"
"978","XLOC_012408",0,"Rejected"
"979","XLOC_011403",0,"Rejected"
"980","X980",0,"Rejected"
"981","C1orf81",0,"Rejected"
"982","X982",0,"Rejected"
"983","WNK2",0,"Rejected"
"984","X984",0,"Rejected"
"985","IL1B",0,"Rejected"
"986","X986",0,"Rejected"
"987","X987",0,"Rejected"
"988","MYO3A",0,"Rejected"
"989","PLA2G4A",0,"Rejected"
"990","PHF20L1",0,"Rejected"
"991","GREB1L",0,"Rejected"
"992","RPS23",0,"Rejected"
"993","CMKLR1",0,"Rejected"
"994","KCNQ2",0,"Rejected"
"995","C14orf180",0,"Rejected"
"996","X996",0,"Rejected"
"997","ZNF45",0,"Rejected"
"998","XLOC_002577",0,"Rejected"
"999","KRTAP1.3",0,"Rejected"
"1000","XLOC_009911",0,"Rejected"
"1001","XLOC_011170",0,"Rejected"
"1002","ERCC5",0,"Rejected"
"1003","KIAA1704",0,"Rejected"
"1004","XLOC_014072",0,"Rejected"
"1005","KIF6",0,"Rejected"
"1006","X1006",0,"Rejected"
"1007","HKR1",0,"Rejected"
"1008","LOC283392",0,"Rejected"
"1009","ROR1.1",0,"Rejected"
"1010","XLOC_000856",0,"Rejected"
"1011","XLOC_l2_015177",0,"Rejected"
"1012","C12orf74",0,"Rejected"
"1013","KLHL9",0,"Rejected"
"1014","PHF14",0,"Rejected"
"1015","KEL",0,"Rejected"
"1016","DGCR9",0,"Rejected"
"1017","LOC652276",0,"Rejected"
"1018","ZMYM2",0,"Rejected"
"1019","FTO",0,"Rejected"
"1020","XLOC_001365",0,"Rejected"
"1021","XLOC_007462",0,"Rejected"
"1022","CDK1",0,"Rejected"
"1023","ORMDL3",0,"Rejected"
"1024","XLOC_l2_003626",0,"Rejected"
"1025","XLOC_005633",0,"Rejected"
"1026","IRX2",0,"Rejected"
"1027","UGT2B11",0,"Rejected"
"1028","CXCL1",0,"Rejected"
"1029","HDDC3",0,"Rejected"
"1030","XLOC_003165",0,"Rejected"
"1031","PPP1R7",0,"Rejected"
"1032","TCP1",0,"Rejected"
"1033","ABCC13",0,"Rejected"
"1034","C14orf167",0,"Rejected"
"1035","X1035",0,"Rejected"
"1036","OR7E19P",0,"Rejected"
"1037","XLOC_l2_002651",0,"Rejected"
"1038","X1038",0,"Rejected"
"1039","GRB10",0,"Rejected"
"1040","PTPMT1",0,"Rejected"
"1041","LOC100527964",0,"Rejected"
"1042","LOC100287506",0,"Rejected"
"1043","ADAMTS7",0,"Rejected"
"1044","SLC44A1",0,"Rejected"
"1045","ZFP92",0,"Rejected"
"1046","ELMO1",0,"Rejected"
"1047","XLOC_002063",0,"Rejected"
"1048","VPS13B",0,"Rejected"
"1049","SHMT1",0,"Rejected"
"1050","NRP1",0,"Rejected"
"1051","XLOC_l2_007783",0,"Rejected"
"1052","X1052",0,"Rejected"
"1053","HNRNPUL2",0,"Rejected"
"1054","MGST2.1",0,"Rejected"
"1055","XLOC_007676",0,"Rejected"
"1056","HRH4",0,"Rejected"
"1057","X1057",0,"Rejected"
"1058","XLOC_011548",0,"Rejected"
"1059","XLOC_010707",0,"Rejected"
"1060","HIST1H4E",0,"Rejected"
"1061","GFRA1",0,"Rejected"
"1062","DNAJC13",0,"Rejected"
"1063","GNG11",0,"Rejected"
"1064","FAM131A",0,"Rejected"
"1065","ROGDI",0,"Rejected"
"1066","RLTPR",0,"Rejected"
"1067","TOR3A",0,"Rejected"
"1068","X1068",0,"Rejected"
"1069","SLC8A1",0,"Rejected"
"1070","NOTCH4",0,"Rejected"
"1071","CFHR1",0,"Rejected"
"1072","PKIB",0,"Rejected"
"1073","DUSP8",0,"Rejected"
"1074","XLOC_005473",0,"Rejected"
"1075","IL2.1",0,"Rejected"
"1076","FLJ33534",0,"Rejected"
"1077","X1077",0,"Rejected"
"1078","TSPAN19",0,"Rejected"
"1079","XLOC_l2_014697",0,"Rejected"
"1080","XLOC_013489",0,"Rejected"
"1081","OTUD7A",0,"Rejected"
"1082","XLOC_003512",0,"Rejected"
"1083","MID1",0,"Rejected"
"1084","LINC00239",0,"Rejected"
"1085","X1085",0,"Rejected"
"1086","LOC100132731",0,"Rejected"
"1087","XLOC_009112",0,"Rejected"
"1088","ASPSCR1",0,"Rejected"
"1089","TM9SF3",0,"Rejected"
"1090","SHD",0,"Rejected"
"1091","AKAP5",0,"Rejected"
"1092","X1092",0,"Rejected"
"1093","ATG13",0,"Rejected"
"1094","XLOC_008730",0,"Rejected"
"1095","LOC100506660",0,"Rejected"
"1096","AARS",0,"Rejected"
"1097","ZNF175",0,"Rejected"
"1098","ZNF599",0,"Rejected"
"1099","X1099",0,"Rejected"
"1100","TMC2",0,"Rejected"
"1101","SUGT1",0,"Rejected"
"1102","NAV2.AS4",0,"Rejected"
"1103","X1103",0,"Rejected"
"1104","XLOC_l2_007359",0,"Rejected"
"1105","SF3B2",0,"Rejected"
"1106","XLOC_l2_008343",0,"Rejected"
"1107","C5orf30",0,"Rejected"
"1108","PRR15L.1",0,"Rejected"
"1109","PDCD6IP",0,"Rejected"
"1110","UBE3A",0,"Rejected"
"1111","GUSB.2",0,"Rejected"
"1112","LOC100302650",0,"Rejected"
"1113","CLCN2",0,"Rejected"
"1114","LOC100506393",0,"Rejected"
"1115","OR5M1",0,"Rejected"
"1116","XLOC_006844",0,"Rejected"
"1117","CCNG2",0,"Rejected"
"1118","GRIN2C",0,"Rejected"
"1119","NLRC4",0,"Rejected"
"1120","C9orf3",0,"Rejected"
"1121","SAMD4A",0,"Rejected"
"1122","XLOC_000036",0,"Rejected"
"1123","X1123",0,"Rejected"
"1124","GALNT10",0,"Rejected"
"1125","Q81CU5",0,"Rejected"
"1126","BTNL3",0,"Rejected"
"1127","METTL18",0,"Rejected"
"1128","X1128",0,"Rejected"
"1129","X1129",0,"Rejected"
"1130","ST8SIA1",0,"Rejected"
"1131","LOC100506328",0,"Rejected"
"1132","COQ10B",0,"Rejected"
"1133","SYCE3",0,"Rejected"
"1134","HDAC6",0,"Rejected"
"1135","OR2AT4",0,"Rejected"
"1136","LALBA",0,"Rejected"
"1137","AGBL4",0,"Rejected"
"1138","LOC286058",0,"Rejected"
"1139","SLC6A4",0,"Rejected"
"1140","XLOC_013776",0,"Rejected"
"1141","LOC100130894",0,"Rejected"
"1142","NFIA",0,"Rejected"
"1143","X1143",0,"Rejected"
"1144","CD53",0,"Rejected"
"1145","UPF2.1",0,"Rejected"
"1146","PRODH",0,"Rejected"
"1147","MGC11082",0,"Rejected"
"1148","CD48",0,"Rejected"
"1149","LOC389607",0,"Rejected"
"1150","X1150",0,"Rejected"
"1151","XLOC_010696",0,"Rejected"
"1152","CDCP1",0,"Rejected"
"1153","ARL9",0,"Rejected"
"1154","NBEAL1",0,"Rejected"
"1155","ZCRB1",0,"Rejected"
"1156","X1156",0,"Rejected"
"1157","LOC284408",0,"Rejected"
"1158","XLOC_002433",0,"Rejected"
"1159","CWF19L2",0,"Rejected"
"1160","C17orf69.1",0,"Rejected"
"1161","EMP2",0,"Rejected"
"1162","IKZF2",0,"Rejected"
"1163","LMOD2",0,"Rejected"
"1164","RFPL3.AS1",0,"Rejected"
"1165","XLOC_010439",0,"Rejected"
"1166","RXFP2.1",0,"Rejected"
"1167","X1167",0,"Rejected"
"1168","SNORA59B",0,"Rejected"
"1169","XLOC_007438.1",0,"Rejected"
"1170","TMEM176A",0,"Rejected"
"1171","HERC5",0,"Rejected"
"1172","APH1A",0,"Rejected"
"1173","C6orf35",0,"Rejected"
"1174","LOC728763",0,"Rejected"
"1175","TSC1",0,"Rejected"
"1176","LOC645195",0,"Rejected"
"1177","JAKMIP1",0,"Rejected"
"1178","FAM189B",0,"Rejected"
"1179","XLOC_012631",0,"Rejected"
"1180","XLOC_l2_015172",0,"Rejected"
"1181","CNTNAP1",0,"Rejected"
"1182","SPPL2B",0,"Rejected"
"1183","DNAH5",0,"Rejected"
"1184","PLA2G4A.1",0,"Rejected"
"1185","X1185",0,"Rejected"
"1186","UBE2F",0,"Rejected"
"1187","C9orf47.1",0,"Rejected"
"1188","SLFN12",0,"Rejected"
"1189","HSP90AB2P",0,"Rejected"
"1190","SIX6",0,"Rejected"
"1191","LOC100506462",0,"Rejected"
"1192","XLOC_003809",0,"Rejected"
"1193","ZNF503.AS1",0,"Rejected"
"1194","EIF3C",0,"Rejected"
"1195","NDUFA4",0,"Rejected"
"1196","PDE11A",0,"Rejected"
"1197","X1197",0,"Rejected"
"1198","RBM12B",0,"Rejected"
"1199","PON3",0,"Rejected"
"1200","XLOC_l2_005503",0,"Rejected"
"1201","BCL2L10",0,"Rejected"
"1202","C1orf70",0,"Rejected"
"1203","GFPT2",0,"Rejected"
"1204","XLOC_011592",0,"Rejected"
"1205","INCENP",0,"Rejected"
"1206","IL10RA",0,"Rejected"
"1207","LOC728208",0,"Rejected"
"1208","X1208",0,"Rejected"
"1209","FUCA1.1",0,"Rejected"
"1210","XLOC_009451",0,"Rejected"
"1211","TPT1",0,"Rejected"
"1212","HBXIP",0,"Rejected"
"1213","MUSK",0,"Rejected"
"1214","TTC13",0,"Rejected"
"1215","ZNF185",0,"Rejected"
"1216","MANSC4",0,"Rejected"
"1217","XLOC_006567",0,"Rejected"
"1218","ARG1",0,"Rejected"
"1219","KRTAP9.6",0,"Rejected"
"1220","SLIT3",0,"Rejected"
"1221","XLOC_013541",0,"Rejected"
"1222","ZNF577",0,"Rejected"
"1223","XLOC_004201",0,"Rejected"
"1224","XLOC_008225",0,"Rejected"
"1225","DNAJC3",0,"Rejected"
"1226","HMGN5",0,"Rejected"
"1227","BRCA2",0,"Rejected"
"1228","MAVS",0,"Rejected"
"1229","XLOC_001197",0,"Rejected"
"1230","DAND5",0,"Rejected"
"1231","FAAH2",0,"Rejected"
"1232","FLJ10038",0,"Rejected"
"1233","XLOC_010284",0,"Rejected"
"1234","ANKMY1",0,"Rejected"
"1235","X1235",0,"Rejected"
"1236","CDK2",0,"Rejected"
"1237","X1237",0,"Rejected"
"1238","RNF223",0,"Rejected"
"1239","X1239",0,"Rejected"
"1240","NHLRC3",0,"Rejected"
"1241","SMPD1",0,"Rejected"
"1242","LOC339988",0,"Rejected"
"1243","XLOC_007189",0,"Rejected"
"1244","HSP90B3P",0,"Rejected"
"1245","X1245",0,"Rejected"
"1246","EFCAB4B",0,"Rejected"
"1247","X1247",0,"Rejected"
"1248","LOC643201",0,"Rejected"
"1249","TAS2R20",0,"Rejected"
"1250","C17orf62",0,"Rejected"
"1251","XLOC_003305.1",0,"Rejected"
"1252","SSX3",0,"Rejected"
"1253","X1253",0,"Rejected"
"1254","XLOC_000776",0,"Rejected"
"1255","COL4A3BP",0,"Rejected"
"1256","TJP2",0,"Rejected"
"1257","XLOC_012171",0,"Rejected"
"1258","XLOC_003204",0,"Rejected"
"1259","CHD8",0,"Rejected"
"1260","XLOC_007178",0,"Rejected"
"1261","LYZL4",0,"Rejected"
"1262","XLOC_005747",0,"Rejected"
"1263","TMEM163",0,"Rejected"
"1264","X1264",0,"Rejected"
"1265","XLOC_005263",0,"Rejected"
"1266","X1266",0,"Rejected"
"1267","X1267",0,"Rejected"
"1268","OTOL1",0,"Rejected"
"1269","C1orf124",0,"Rejected"
"1270","X1270",0,"Rejected"
"1271","FAM205B",0,"Rejected"
"1272","CAPN5",0,"Rejected"
"1273","EPB41L4B",0,"Rejected"
"1274","PQBP1",0,"Rejected"
"1275","SUSD3",0,"Rejected"
"1276","XLOC_004651",0,"Rejected"
"1277","XLOC_010585",0,"Rejected"
"1278","MGC16142",0,"Rejected"
"1279","X1279",0,"Rejected"
"1280","XLOC_007283",0,"Rejected"
"1281","FOXO3",0,"Rejected"
"1282","BCL2L13",0,"Rejected"
"1283","VAMP1",0,"Rejected"
"1284","X1284",0,"Rejected"
"1285","UQCR11",0,"Rejected"
"1286","COL22A1",0,"Rejected"
"1287","ANK2",0,"Rejected"
"1288","LOC100287718",0,"Rejected"
"1289","XLOC_000814",0,"Rejected"
"1290","NME7",0,"Rejected"
"1291","LAMB1",0,"Rejected"
"1292","CCDC129",0,"Rejected"
"1293","XLOC_002184",0,"Rejected"
"1294","X1294",0,"Rejected"
"1295","TCEAL6",0,"Rejected"
"1296","CDH3",0,"Rejected"
"1297","DOLK",0,"Rejected"
"1298","XLOC_009677",0,"Rejected"
"1299","X1299",0,"Rejected"
"1300","UFSP1",0,"Rejected"
"1301","XLOC_003917",0,"Rejected"
"1302","X1302",0,"Rejected"
"1303","XLOC_001287",0,"Rejected"
"1304","HLA.DQB1",0,"Rejected"
"1305","XLOC_l2_002886",0,"Rejected"
"1306","X1306",0,"Rejected"
"1307","ZNF655",0,"Rejected"
"1308","XLOC_008054",0,"Rejected"
"1309","X1309",0,"Rejected"
"1310","TTC3",0,"Rejected"
"1311","XLOC_009913",0,"Rejected"
"1312","FAM108A1",0,"Rejected"
"1313","ZNF461",0,"Rejected"
"1314","CRTC2",0,"Rejected"
"1315","PRO0628",0,"Rejected"
"1316","X1316",0,"Rejected"
"1317","XLOC_l2_006449",0,"Rejected"
"1318","NPIP",0,"Rejected"
"1319","XLOC_008604",0,"Rejected"
"1320","TBL1Y",0,"Rejected"
"1321","SMTNL2",0,"Rejected"
"1322","LOC100287765.1",0,"Rejected"
"1323","XLOC_013647",0,"Rejected"
"1324","CYBB",0,"Rejected"
"1325","HMBS",0,"Rejected"
"1326","XLOC_007775",0,"Rejected"
"1327","X1327",0,"Rejected"
"1328","LOC349196",0,"Rejected"
"1329","ATXN1",0,"Rejected"
"1330","X1330",0,"Rejected"
"1331","XLOC_003235",0,"Rejected"
"1332","XLOC_000462",0,"Rejected"
"1333","PSME3",0,"Rejected"
"1334","LPHN3",0,"Rejected"
"1335","FAH",0,"Rejected"
"1336","XLOC_010987",0,"Rejected"
"1337","XLOC_003095",0,"Rejected"
"1338","LOC100128095",0,"Rejected"
"1339","XLOC_008501",0,"Rejected"
"1340","LOC253962",0,"Rejected"
"1341","XLOC_005150",0,"Rejected"
"1342","TOR3A.1",0,"Rejected"
"1343","CACNA1D",0,"Rejected"
"1344","XLOC_009583",0,"Rejected"
"1345","LRRFIP1",0,"Rejected"
"1346","XLOC_009926",0,"Rejected"
"1347","X1347",0,"Rejected"
"1348","EXOC5",0,"Rejected"
"1349","XLOC_l2_014197",0,"Rejected"
"1350","UBE2C",0,"Rejected"
"1351","MS4A12",0,"Rejected"
"1352","HOXD1",0,"Rejected"
"1353","LOC100506586",0,"Rejected"
"1354","GSK3B",0,"Rejected"
"1355","FLVCR1.AS1",0,"Rejected"
"1356","X1356",0,"Rejected"
"1357","LOC100132249",0,"Rejected"
"1358","MMAA",0,"Rejected"
"1359","OK.SW.CL.58",0,"Rejected"
"1360","BUTR1",0,"Rejected"
"1361","XLOC_l2_010591",0,"Rejected"
"1362","MUC22",0,"Rejected"
"1363","DTX2P1.UPK3BP1.PMS2P11",0,"Rejected"
"1364","MCM7",0,"Rejected"
"1365","FAM95B1",0,"Rejected"
"1366","CXXC4",0,"Rejected"
"1367","SNAPC4",0,"Rejected"
"1368","X1368",0,"Rejected"
"1369","KDM4C",0,"Rejected"
"1370","BPIFB1",0,"Rejected"
"1371","FAM136A",0,"Rejected"
"1372","X1372",0,"Rejected"
"1373","PHRF1",0,"Rejected"
"1374","WDR25",0,"Rejected"
"1375","XLOC_001515",0,"Rejected"
"1376","XLOC_008366",0,"Rejected"
"1377","PRDM16",0,"Rejected"
"1378","LOC729887",0,"Rejected"
"1379","LOC284244",0,"Rejected"
"1380","SLC22A15",0,"Rejected"
"1381","XLOC_000478",0,"Rejected"
"1382","ZNF35",0,"Rejected"
"1383","X1383",0,"Rejected"
"1384","XLOC_009249",0,"Rejected"
"1385","LOC151657",0,"Rejected"
"1386","MKL2",0,"Rejected"
"1387","FLJ41350",0,"Rejected"
"1388","KDM4C.1",0,"Rejected"
"1389","FGF1",0,"Rejected"
"1390","CNOT3",0,"Rejected"
"1391","EPN3",0,"Rejected"
"1392","XLOC_007727",0,"Rejected"
"1393","XLOC_004452",0,"Rejected"
"1394","DCAF11",0,"Rejected"
"1395","XLOC_l2_013730",0,"Rejected"
"1396","ANKS1B",0,"Rejected"
"1397","XLOC_008512",0,"Rejected"
"1398","LEP",0,"Rejected"
"1399","LOC100505540",0,"Rejected"
"1400","GPR135",0,"Rejected"
"1401","LOC100505545",0,"Rejected"
"1402","DDX39B",0,"Rejected"
"1403","XLOC_011407",0,"Rejected"
"1404","USP48",0,"Rejected"
"1405","ACE",0,"Rejected"
"1406","NOC3L",0,"Rejected"
"1407","DKFZP434L187",0,"Rejected"
"1408","X1408",0,"Rejected"
"1409","LRP1",0,"Rejected"
"1410","LOC147646",0,"Rejected"
"1411","XLOC_l2_001875",0,"Rejected"
"1412","X1412",0,"Rejected"
"1413","GLT25D1",0,"Rejected"
"1414","SRRM4",0,"Rejected"
"1415","LINC00467",0,"Rejected"
"1416","LOC729178",0,"Rejected"
"1417","CALD1",0,"Rejected"
"1418","PIK3R2",0,"Rejected"
"1419","SNORD12B",0,"Rejected"
"1420","NEFH",0,"Rejected"
"1421","XLOC_005479",0,"Rejected"
"1422","GINS2",0,"Rejected"
"1423","KRTAP10.10",0,"Rejected"
"1424","KRT7",0,"Rejected"
"1425","SLAIN2",0,"Rejected"
"1426","SEC11A",0,"Rejected"
"1427","ARHGAP15",0,"Rejected"
"1428","PDCD2",0,"Rejected"
"1429","FAM171A1",0,"Rejected"
"1430","XLOC_014338",0,"Rejected"
"1431","GALK1",0,"Rejected"
"1432","LOC100129399",0,"Rejected"
"1433","FLJ37035",0,"Rejected"
"1434","X1434",0,"Rejected"
"1435","XLOC_l2_012054",0,"Rejected"
"1436","LOC283028",0,"Rejected"
"1437","X1437",0,"Rejected"
"1438","ZMYM4",0,"Rejected"
"1439","SMC3",0,"Rejected"
"1440","CEACAM5",0,"Rejected"
"1441","POLR2F",0,"Rejected"
"1442","MC1R",0,"Rejected"
"1443","XLOC_002487",0,"Rejected"
"1444","RELL2",0,"Rejected"
"1445","PRR4",0,"Rejected"
"1446","XLOC_010016",0,"Rejected"
"1447","ERCC5.1",0,"Rejected"
"1448","CSNK2B.1",0,"Rejected"
"1449","CHAF1A",0,"Rejected"
"1450","C10orf2",0,"Rejected"
"1451","CACYBP",0,"Rejected"
"1452","PSEN1",0,"Rejected"
"1453","MRS2",0,"Rejected"
"1454","PTGS2",0,"Rejected"
"1455","XLOC_006734",0,"Rejected"
"1456","MYH7",0,"Rejected"
"1457","X1457",0,"Rejected"
"1458","LOC100287803",0,"Rejected"
"1459","SETD5",0,"Rejected"
"1460","LDLRAD2",0,"Rejected"
"1461","PLGLB1",0,"Rejected"
"1462","ZADH2",0,"Rejected"
"1463","SLC6A5",0,"Rejected"
"1464","XLOC_002221",0,"Rejected"
"1465","PCDHA1",0,"Rejected"
"1466","X1466",0,"Rejected"
"1467","X1467",0,"Rejected"
"1468","XLOC_002066",0,"Rejected"
"1469","CD19.1",0,"Rejected"
"1470","TMEM167B",0,"Rejected"
"1471","X1471",0,"Rejected"
"1472","CYTH3",0,"Rejected"
"1473","CD300LD",0,"Rejected"
"1474","ZNF277",0,"Rejected"
"1475","X1475",0,"Rejected"
"1476","X1476",0,"Rejected"
"1477","FOXK2",0,"Rejected"
"1478","FAM87B",0,"Rejected"
"1479","LOC390937",0,"Rejected"
"1480","AMMECR1L",0,"Rejected"
"1481","X1481",0,"Rejected"
"1482","X1482",0,"Rejected"
"1483","X1483",0,"Rejected"
"1484","X1484",0,"Rejected"
"1485","CNTNAP3B",0,"Rejected"
"1486","ATG16L1",0,"Rejected"
"1487","LIN7B",0,"Rejected"
"1488","X1488",0,"Rejected"
"1489","MKRN1",0,"Rejected"
"1490","PRKACB",0,"Rejected"
"1491","C11orf63",0,"Rejected"
"1492","RAD54B",0,"Rejected"
"1493","XLOC_003853",0,"Rejected"
